CustomerID,City,Vehicle_Model,Subscription_Plan,Rate_Per_KM,Monthly_Fee,Account_Status
CUST-1368,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-1369,Pune,Maruti e Vitara,Pay-Per-KM,3.79,,Defaulted
CUST-1370,Pune,Maruti e Vitara,Pay-Per-KM,3.25,,Active
CUST-1371,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1372,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-1373,Delhi,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-1374,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1375,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1376,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Suspended
CUST-1377,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.28,,Defaulted
CUST-1378,Pune,Tata Punch EV,Pay-Per-KM,3.95,,Suspended
CUST-1379,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-1380,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1381,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-1382,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-1383,Delhi,Tata Punch EV,Pay-Per-KM,4.2,,Active
CUST-1384,Delhi,Tata Punch EV,Pay-Per-KM,4.04,,Suspended
CUST-1385,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.08,,Active
CUST-1386,Delhi,Maruti e Vitara,Pay-Per-KM,4.12,,Active
CUST-1387,Delhi,Tata Punch EV,Pay-Per-KM,2.95,,Active
CUST-1388,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-1389,Pune,Tata Punch EV,Pay-Per-KM,2.82,,Defaulted
CUST-1390,Delhi,Tata Punch EV,Pay-Per-KM,3.66,,Defaulted
CUST-1391,Delhi,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-1392,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1393,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.86,,Active
CUST-1394,Pune,Maruti e Vitara,Pay-Per-KM,2.71,,Suspended
CUST-1395,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-1396,Bengaluru,MG Windsor EV,Pay-Per-KM,3.85,,Suspended
CUST-1397,Delhi,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-1398,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.4,,Active
CUST-1399,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-1400,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-1401,Bengaluru,Tata Punch EV,Pay-Per-KM,4.21,,Active
CUST-1402,Bengaluru,MG Windsor EV,Pay-Per-KM,3.85,,Suspended
CUST-1403,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1404,Delhi,Maruti e Vitara,Pay-Per-KM,4.17,,Suspended
CUST-1405,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-1406,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-1407,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.61,,Active
CUST-1408,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1409,Pune,Maruti e Vitara,Pay-Per-KM,3.56,,Active
CUST-1410,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-1411,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.1,,Suspended
CUST-1412,Delhi,Maruti e Vitara,Pay-Per-KM,2.91,,Defaulted
CUST-1413,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1414,Pune,Maruti e Vitara,Pay-Per-KM,3.35,,Defaulted
CUST-1415,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-1416,Pune,Tata Punch EV,Pay-Per-KM,3.39,,Defaulted
CUST-1417,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-1418,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.84,,Active
CUST-1419,Pune,Tata Punch EV,Pay-Per-KM,2.83,,Active
CUST-1420,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.9,,Active
CUST-1421,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-1422,Bengaluru,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1423,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-1424,Delhi,Tata Punch EV,Pay-Per-KM,4.02,,Active
CUST-1425,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Defaulted
CUST-1426,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Suspended
CUST-1427,Delhi,MG Windsor EV,Pay-Per-KM,3.38,,Active
CUST-1428,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1429,Pune,Tata Punch EV,Pay-Per-KM,4.08,,Active
CUST-1430,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-1431,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-1432,Delhi,Tata Punch EV,Pay-Per-KM,3.68,,Active
CUST-1433,Pune,Tata Punch EV,Pay-Per-KM,4.15,,Suspended
CUST-1434,Pune,Maruti e Vitara,Pay-Per-KM,4.18,,Active
CUST-1435,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-1436,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1437,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-1438,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1439,Pune,Maruti e Vitara,Pay-Per-KM,2.8,,Defaulted
CUST-1440,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-1441,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-1442,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-1443,Bengaluru,MG Windsor EV,Pay-Per-KM,3.54,,Active
CUST-1444,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-1445,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-1446,Delhi,Tata Punch EV,Pay-Per-KM,3.87,,Suspended
CUST-1447,Pune,Tata Punch EV,Pay-Per-KM,3.63,,Suspended
CUST-1448,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1449,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-1450,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-1451,Bengaluru,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1452,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-1453,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1454,Pune,Tata Punch EV,Pay-Per-KM,2.83,,Defaulted
CUST-1455,Pune,Tata Punch EV,Pay-Per-KM,3.45,,Active
CUST-1456,Pune,Tata Punch EV,Pay-Per-KM,3.31,,Active
CUST-1457,Pune,Tata Punch EV,Pay-Per-KM,3.77,,Active
CUST-1458,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.98,,Defaulted
CUST-1459,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-1460,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-1461,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-1462,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1463,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.67,,Defaulted
CUST-1464,Pune,MG Windsor EV,Pay-Per-KM,2.62,,Active
CUST-1465,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1466,Delhi,MG Windsor EV,Pay-Per-KM,3.43,,Suspended
CUST-1467,Delhi,Maruti e Vitara,Pay-Per-KM,3.69,,Active
CUST-1468,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Defaulted
CUST-1469,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1470,Pune,Maruti e Vitara,Pay-Per-KM,3.16,,Suspended
CUST-1471,Pune,Tata Punch EV,Pay-Per-KM,3.09,,Active
CUST-1472,Delhi,MG Windsor EV,Pay-Per-KM,2.64,,Active
CUST-1473,Bengaluru,Tata Punch EV,Pay-Per-KM,3.91,,Active
CUST-1474,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-1475,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1476,Bengaluru,MG Windsor EV,Pay-Per-KM,2.74,,Active
CUST-1477,Delhi,MG Windsor EV,Pay-Per-KM,3.13,,Suspended
CUST-1478,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1479,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1480,Delhi,MG Windsor EV,Pay-Per-KM,2.69,,Active
CUST-1481,Bengaluru,Tata Punch EV,Pay-Per-KM,4.05,,Active
CUST-1482,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-1483,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-1484,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1485,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1486,Bengaluru,MG Windsor EV,Pay-Per-KM,3.43,,Defaulted
CUST-1487,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.05,,Active
CUST-1488,Pune,Maruti e Vitara,Pay-Per-KM,3.74,,Suspended
CUST-1489,Pune,MG Windsor EV,Pay-Per-KM,3.82,,Active
CUST-1490,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Suspended
CUST-1491,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-1492,Delhi,MG Windsor EV,Pay-Per-KM,3.13,,Defaulted
CUST-1493,Delhi,Tata Punch EV,Pay-Per-KM,3.12,,Active
CUST-1494,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1495,Pune,Maruti e Vitara,Pay-Per-KM,3.79,,Active
CUST-1496,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-1497,Delhi,MG Windsor EV,Pay-Per-KM,3.03,,Defaulted
CUST-1498,Delhi,MG Windsor EV,Pay-Per-KM,3.4,,Active
CUST-1499,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.51,,Defaulted
CUST-1500,Bengaluru,MG Windsor EV,Pay-Per-KM,2.79,,Active
CUST-1501,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-1502,Delhi,Maruti e Vitara,Pay-Per-KM,3.66,,Active
CUST-1503,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Suspended
CUST-1504,Pune,MG Windsor EV,Pay-Per-KM,3.69,,Suspended
CUST-1505,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1506,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-1507,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-1508,Delhi,Tata Punch EV,Pay-Per-KM,4.38,,Active
CUST-1509,Pune,Tata Punch EV,Pay-Per-KM,3.03,,Defaulted
CUST-1510,Bengaluru,Tata Punch EV,Pay-Per-KM,4.31,,Defaulted
CUST-1511,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1512,Bengaluru,Tata Punch EV,Pay-Per-KM,2.78,,Active
CUST-1513,Pune,Tata Punch EV,Pay-Per-KM,3.61,,Suspended
CUST-1514,Delhi,MG Windsor EV,Pay-Per-KM,3.91,,Active
CUST-1515,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1516,Pune,Tata Punch EV,Pay-Per-KM,2.63,,Active
CUST-1517,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-1518,Delhi,Maruti e Vitara,Fixed-Monthly,,2500.0,Defaulted
CUST-1519,Delhi,Tata Punch EV,Pay-Per-KM,3.93,,Active
CUST-1520,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-1521,Pune,Maruti e Vitara,Pay-Per-KM,2.8,,Suspended
CUST-1522,Pune,Maruti e Vitara,Pay-Per-KM,3.78,,Active
CUST-1523,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-1524,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.98,,Suspended
CUST-1525,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-1526,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-1527,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-1528,Bengaluru,MG Windsor EV,Pay-Per-KM,3.47,,Active
CUST-1529,Pune,Maruti e Vitara,Pay-Per-KM,3.03,,Defaulted
CUST-1530,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-1531,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1532,Delhi,Maruti e Vitara,Pay-Per-KM,2.8,,Active
CUST-1533,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Defaulted
CUST-1534,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-1535,Delhi,Maruti e Vitara,Pay-Per-KM,3.95,,Active
CUST-1536,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-1537,Delhi,Tata Punch EV,Pay-Per-KM,2.98,,Defaulted
CUST-1538,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.73,,Active
CUST-1539,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-1540,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-1541,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1542,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Suspended
CUST-1543,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.49,,Active
CUST-1544,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Suspended
CUST-1545,Delhi,Tata Punch EV,Pay-Per-KM,3.63,,Active
CUST-1546,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1547,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1548,Bengaluru,Tata Punch EV,Pay-Per-KM,4.14,,Active
CUST-1549,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-1550,Pune,Tata Punch EV,Pay-Per-KM,3.15,,Defaulted
CUST-1551,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1552,Pune,MG Windsor EV,Pay-Per-KM,3.51,,Active
CUST-1553,Bengaluru,MG Windsor EV,Pay-Per-KM,3.64,,Suspended
CUST-1554,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-1555,Delhi,Tata Punch EV,Pay-Per-KM,3.36,,Defaulted
CUST-1556,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-1557,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Defaulted
CUST-1558,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1559,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-1560,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-1561,Bengaluru,Tata Punch EV,Pay-Per-KM,2.8,,Active
CUST-1562,Pune,Tata Punch EV,Pay-Per-KM,4.4,,Active
CUST-1563,Bengaluru,Tata Punch EV,Pay-Per-KM,4.38,,Active
CUST-1564,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.19,,Active
CUST-1565,Delhi,Tata Punch EV,Pay-Per-KM,4.06,,Active
CUST-1566,Delhi,Maruti e Vitara,Pay-Per-KM,3.8,,Active
CUST-1567,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-1568,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.87,,Active
CUST-1569,Delhi,Tata Punch EV,Pay-Per-KM,4.33,,Suspended
CUST-1570,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-1571,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Defaulted
CUST-1572,Bengaluru,MG Windsor EV,Pay-Per-KM,2.93,,Active
CUST-1573,Bengaluru,MG Windsor EV,Pay-Per-KM,3.67,,Active
CUST-1574,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-1575,Bengaluru,MG Windsor EV,Pay-Per-KM,4.08,,Active
CUST-1576,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1577,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.09,,Suspended
CUST-1578,Bengaluru,Tata Punch EV,Pay-Per-KM,4.42,,Active
CUST-1579,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1580,Pune,MG Windsor EV,Pay-Per-KM,3.85,,Defaulted
CUST-1581,Pune,Tata Punch EV,Pay-Per-KM,4.01,,Active
CUST-1582,Pune,MG Windsor EV,Pay-Per-KM,3.17,,Active
CUST-1583,Pune,Maruti e Vitara,Pay-Per-KM,3.82,,Active
CUST-1584,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.88,,Defaulted
CUST-1585,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.11,,Active
CUST-1586,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-1587,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1588,Bengaluru,Tata Punch EV,Pay-Per-KM,3.78,,Defaulted
CUST-1589,Bengaluru,MG Windsor EV,Pay-Per-KM,3.11,,Active
CUST-1590,Pune,Tata Punch EV,Pay-Per-KM,4.19,,Active
CUST-1591,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1592,Delhi,MG Windsor EV,Pay-Per-KM,3.53,,Defaulted
CUST-1593,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-1594,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Suspended
CUST-1595,Delhi,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-1596,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1597,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-1598,Pune,Maruti e Vitara,Pay-Per-KM,3.57,,Active
CUST-1599,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-1600,Delhi,Tata Punch EV,Pay-Per-KM,4.06,,Defaulted
CUST-1601,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-1602,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-1603,Delhi,Tata Punch EV,Pay-Per-KM,3.55,,Defaulted
CUST-1604,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1605,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-1606,Pune,Maruti e Vitara,Pay-Per-KM,4.08,,Active
CUST-1607,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-1608,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-1609,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Suspended
CUST-1610,Delhi,MG Windsor EV,Pay-Per-KM,4.29,,Suspended
CUST-1611,Pune,MG Windsor EV,Pay-Per-KM,2.8,,Active
CUST-1612,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1613,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-1614,Delhi,Tata Punch EV,Pay-Per-KM,3.1,,Active
CUST-1615,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2500.0,Suspended
CUST-1616,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Suspended
CUST-1617,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Suspended
CUST-1618,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Defaulted
CUST-1619,Bengaluru,Tata Punch EV,Pay-Per-KM,2.92,,Active
CUST-1620,Pune,Tata Punch EV,Pay-Per-KM,3.74,,Active
CUST-1621,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-1622,Delhi,Tata Punch EV,Pay-Per-KM,2.99,,Active
CUST-1623,Bengaluru,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1624,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-1625,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.89,,Active
CUST-1626,Pune,MG Windsor EV,Pay-Per-KM,2.98,,Suspended
CUST-1627,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1628,Delhi,Tata Punch EV,Pay-Per-KM,4.46,,Active
CUST-1629,Delhi,Tata Punch EV,Pay-Per-KM,2.83,,Active
CUST-1630,Pune,Tata Punch EV,Pay-Per-KM,3.16,,Defaulted
CUST-1631,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-1632,Pune,Maruti e Vitara,Pay-Per-KM,3.6,,Active
CUST-1633,Delhi,Maruti e Vitara,Pay-Per-KM,3.57,,Active
CUST-1634,Pune,Tata Punch EV,Pay-Per-KM,3.75,,Active
CUST-1635,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-1636,Pune,MG Windsor EV,Pay-Per-KM,3.89,,Active
CUST-1637,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-1638,Delhi,MG Windsor EV,Pay-Per-KM,3.02,,Defaulted
CUST-1639,Delhi,Tata Punch EV,Pay-Per-KM,3.59,,Suspended
CUST-1640,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-1641,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Suspended
CUST-1642,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1643,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-1644,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-1645,Delhi,Maruti e Vitara,Pay-Per-KM,3.12,,Suspended
CUST-1646,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-1647,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Suspended
CUST-1648,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.55,,Active
CUST-1649,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-1650,Pune,Tata Punch EV,Pay-Per-KM,3.77,,Active
CUST-1651,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Defaulted
CUST-1652,Delhi,MG Windsor EV,Pay-Per-KM,2.99,,Active
CUST-1653,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-1654,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-1655,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Defaulted
CUST-1656,Pune,MG Windsor EV,Pay-Per-KM,4.06,,Active
CUST-1657,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Defaulted
CUST-1658,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-1659,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-1660,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Suspended
CUST-1661,Pune,Tata Punch EV,Pay-Per-KM,4.33,,Active
CUST-1662,Delhi,MG Windsor EV,Pay-Per-KM,4.27,,Defaulted
CUST-1663,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-1664,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.99,,Active
CUST-1665,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1666,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-1667,Pune,Maruti e Vitara,Pay-Per-KM,2.64,,Active
CUST-1668,Pune,Tata Punch EV,Pay-Per-KM,4.01,,Defaulted
CUST-1669,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-1670,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1671,Delhi,MG Windsor EV,Pay-Per-KM,3.23,,Active
CUST-1672,Pune,Tata Punch EV,Pay-Per-KM,2.82,,Suspended
CUST-1673,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-1674,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.17,,Active
CUST-1675,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-1676,Delhi,Maruti e Vitara,Pay-Per-KM,4.15,,Active
CUST-1677,Bengaluru,Tata Punch EV,Pay-Per-KM,3.83,,Active
CUST-1678,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-1679,Delhi,Tata Punch EV,Pay-Per-KM,3.49,,Defaulted
CUST-1680,Delhi,Maruti e Vitara,Pay-Per-KM,2.63,,Active
CUST-1681,Pune,MG Windsor EV,Pay-Per-KM,3.77,,Active
CUST-1682,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-1683,Delhi,MG Windsor EV,Pay-Per-KM,3.88,,Active
CUST-1684,Bengaluru,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-1685,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1686,Bengaluru,Tata Punch EV,Pay-Per-KM,4.46,,Suspended
CUST-1687,Pune,Maruti e Vitara,Pay-Per-KM,2.97,,Active
CUST-1688,Delhi,Tata Punch EV,Pay-Per-KM,3.12,,Active
CUST-1689,Bengaluru,MG Windsor EV,Pay-Per-KM,3.65,,Active
CUST-1690,Pune,Maruti e Vitara,Pay-Per-KM,3.12,,Defaulted
CUST-1691,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-1692,Bengaluru,MG Windsor EV,Pay-Per-KM,3.03,,Suspended
CUST-1693,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-1694,Bengaluru,Tata Punch EV,Pay-Per-KM,4.17,,Suspended
CUST-1695,Bengaluru,MG Windsor EV,Pay-Per-KM,2.84,,Active
CUST-1696,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-1697,Delhi,Tata Punch EV,Pay-Per-KM,4.08,,Suspended
CUST-1698,Pune,MG Windsor EV,Pay-Per-KM,3.65,,Defaulted
CUST-1699,Pune,Maruti e Vitara,Pay-Per-KM,3.05,,Active
CUST-1700,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-1701,Pune,MG Windsor EV,Pay-Per-KM,3.63,,Active
CUST-1702,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-1703,Pune,Maruti e Vitara,Pay-Per-KM,2.97,,Active
CUST-1704,Bengaluru,Tata Punch EV,Pay-Per-KM,4.42,,Suspended
CUST-1705,Bengaluru,MG Windsor EV,Pay-Per-KM,3.68,,Defaulted
CUST-1706,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.19,,Active
